0.000000,0.000000,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000475,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.010000,0.010000,0.010000,0.010000
0.000000,0.000950,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.020000,0.020000,0.020000,0.020000
0.000000,0.001425,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.030000,0.030000,0.030000,0.030000
0.000000,0.001900,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.040000,0.040000,0.040000,0.040000
0.000000,0.002375,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.050000,0.050000,0.050000,0.050000
0.000000,0.002850,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.060000,0.060000,0.060000,0.060000
0.000000,0.003325,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.070000,0.070000,0.070000,0.070000
0.000000,0.003800,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.080000,0.080000,0.080000,0.080000
0.000000,0.004275,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.090000,0.090000,0.090000,0.090000
0.000000,0.004750,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.000000,0.005225,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.110000,0.110000,0.110000,0.110000
0.000000,0.005700,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.120000,0.120000,0.120000,0.120000
0.000000,0.006175,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.130000,0.130000,0.130000,0.130000
0.000000,0.006650,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.140000,0.140000,0.140000,0.140000
0.000000,0.007125,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.150000,0.150000,0.150000,0.150000
0.000000,0.007600,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.160000,0.160000,0.160000,0.160000
0.000000,0.008075,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.170000,0.170000,0.170000,0.170000
0.000000,0.008550,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.180000,0.180000,0.180000,0.180000
0.000000,0.009025,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.190000,0.190000,0.190000,0.190000
0.000000,0.009500,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.200000,0.200000,0.200000,0.200000
0.000000,0.009975,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.210000,0.210000,0.210000,0.210000
0.000000,0.010450,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.220000,0.220000,0.220000,0.220000
0.000000,0.010925,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.230000,0.230000,0.230000,0.230000
0.000000,0.011400,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.240000,0.240000,0.240000,0.240000
0.000000,0.011875,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.250000,0.250000,0.250000,0.250000
0.000000,0.012350,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.260000,0.260000,0.260000,0.260000
0.000000,0.012825,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.270000,0.270000,0.270000,0.270000
0.000000,0.013300,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.280000,0.280000,0.280000,0.280000
0.000000,0.013775,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.290000,0.290000,0.290000,0.290000
0.000000,0.014250,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.300000,0.300000,0.300000,0.300000
0.000000,0.014725,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.310000,0.310000,0.310000,0.310000
0.000000,0.015200,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.320000,0.320000,0.320000,0.320000
0.000000,0.015675,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.330000,0.330000,0.330000,0.330000
0.000000,0.016150,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.340000,0.340000,0.340000,0.340000
0.000000,0.016625,1.000000,0.100000,0.100000,0.100000,0.100000,0.100000,0.350000,0.350000,0.350000,0.350000
